--------------------------------------------------
182.73
243.766
--------------------------------------------------
15.144
18.093
--------------------------------------------------
1496.5
1822.9
--------------------------------------------------
91.535
115.8
--------------------------------------------------
688.392
872.893
--------------------------------------------------
1579.67
1909.74
